account length,location code,user id,credit card info save,push status,add to wishlist,desktop sessions,app sessions,desktop transactions,total product detail views,session duration,promotion clicks,avg order value,sale product views,discount rate per visited products,product detail view per app session,app transactions,add to cart per session,customer service calls,churn
32,408,4225865,no,no,0,171,29,16,82,186,102,2033,64,915,102,7,275,1,0
86,510,4109961,no,no,0,124,21,17,82,203,120,2896,119,1303,67,8,181,3,0
130,415,3439946,no,no,0,163,28,25,113,290,111,1149,140,517,72,3,194,1,0
42,408,3577060,no,no,0,146,25,22,84,256,113,45,117,203,8,12,216,1,0
73,415,3559541,no,no,0,255,43,12,85,143,80,1539,102,693,15,7,405,2,0
66,408,3784145,no,yes,26,255,43,21,108,243,135,1908,95,859,54,3,146,2,0
103,510,3862317,no,yes,31,108,18,16,124,189,104,1962,98,883,89,3,24,0,0
128,408,3358146,no,no,0,159,27,23,75,265,91,270,77,1215,76,7,205,1,0
104,415,3772235,no,no,0,183,31,20,113,240,85,2298,104,1034,55,4,149,2,0
103,415,3869141,no,no,0,199,34,4,112,43,90,1792,124,806,124,5,335,0,0
124,415,4165623,no,no,0,178,30,20,72,234,134,1794,91,807,12,2,324,0,0
87,510,3273053,no,no,0,111,19,13,91,159,115,2075,131,934,62,5,167,1,0
109,415,3956195,no,yes,27,167,28,19,85,221,92,1973,97,888,123,4,332,1,1
167,415,3978772,yes,no,0,245,42,5,91,61,105,1767,110,795,107,3,289,2,0
97,510,3467656,no,no,0,121,21,14,96,170,101,1941,63,873,119,3,321,4,1
106,415,3432350,no,no,0,165,28,18,118,210,101,1872,93,842,85,3,23,2,0
125,415,3724722,no,no,0,127,22,13,113,156,131,2062,112,928,144,7,389,2,0
108,408,3998615,no,yes,35,216,37,17,106,201,107,1954,107,879,155,7,419,0,0
125,415,3798248,no,no,0,140,24,18,132,210,126,2641,77,1188,8,2,216,1,0
89,415,4146219,no,yes,32,210,36,21,113,250,104,2242,92,1009,87,7,235,1,0
72,510,3871343,yes,yes,29,140,24,12,114,138,91,221,88,995,55,6,149,0,0
23,510,3705527,no,no,0,322,55,21,107,252,115,1411,158,635,113,3,305,2,1
149,510,3938736,no,no,0,167,28,19,61,219,107,2083,131,937,82,6,221,7,0
73,415,4027626,no,no,0,214,36,17,90,197,78,1579,112,711,59,8,159,0,0
61,415,3702688,no,no,0,260,44,18,123,211,127,2347,70,1056,9,3,243,1,1
161,415,4189036,no,no,0,192,33,6,113,71,87,2048,107,922,134,4,362,4,1
73,408,4172035,no,no,0,213,36,16,95,189,104,1362,89,613,135,3,365,0,0
118,415,3553602,no,yes,24,118,20,9,83,110,72,2455,73,1105,169,2,456,1,0
23,408,3934027,no,no,0,190,32,14,89,166,108,2198,73,989,15,4,405,6,0
127,415,4185141,no,yes,25,82,14,14,95,163,109,2649,104,1192,51,6,138,0,0
42,415,4061247,no,yes,32,164,28,15,80,178,123,1904,106,857,81,5,219,0,0
118,415,4023892,no,no,0,268,46,27,145,316,121,2086,91,939,144,11,389,5,1
45,510,3322965,no,no,0,160,27,10,91,120,86,163,93,734,106,3,286,2,0
50,408,3771218,no,yes,24,214,36,25,129,290,55,3125,130,1406,106,4,286,1,0
179,510,3552464,no,no,0,287,49,24,123,288,114,266,112,1197,105,4,284,0,1
152,408,4044611,no,no,0,101,17,12,122,142,87,1985,124,893,75,3,203,2,0
105,415,3732339,no,no,0,103,17,24,74,282,125,2281,113,1026,132,5,356,2,0
72,415,4103503,no,no,0,109,19,10,97,116,96,2958,84,1331,83,6,224,0,0
52,408,4104739,no,no,0,216,37,18,67,217,108,3428,130,1543,52,2,14,1,0
125,415,3653562,no,no,0,203,35,11,110,129,97,1905,113,857,11,4,297,1,0
143,510,3877641,no,no,0,110,19,14,113,169,59,1667,94,75,92,2,248,1,0
65,415,3859744,no,no,0,111,19,19,51,220,84,202,89,909,44,14,119,1,0
80,415,3985006,no,no,0,240,41,12,121,142,51,3643,106,1639,93,5,251,1,0
1,415,4083977,no,no,0,145,25,10,107,113,66,2187,79,984,138,3,373,1,0
60,408,3342729,no,no,0,135,23,18,134,206,85,204,103,918,79,4,213,1,0
43,415,3347685,no,no,0,84,14,7,134,81,103,1961,79,882,108,2,292,1,0
143,415,3509228,no,no,0,209,36,9,127,106,80,1796,90,808,14,6,378,0,0
81,415,4075774,no,yes,24,130,22,17,117,196,61,1393,123,627,114,5,308,0,0
205,510,4134039,no,yes,24,176,30,13,139,155,98,1807,64,813,78,5,211,2,0
24,415,3432077,no,no,0,242,41,12,104,145,112,2145,105,965,66,5,178,1,0
74,415,3365661,no,no,0,137,23,19,106,229,105,2653,114,1194,98,4,265,0,0
77,510,3554143,no,no,0,68,12,17,68,196,86,2365,137,1064,12,2,324,1,0
74,415,3665918,no,no,0,200,34,26,87,309,105,1521,118,684,10,2,27,1,0
74,510,3687555,yes,no,0,126,21,18,103,208,96,2074,143,933,141,4,381,1,1
200,408,4082119,no,no,0,128,22,11,87,133,105,1776,123,799,112,2,302,1,0
86,408,3292789,no,no,0,226,38,19,88,223,107,2556,92,115,13,3,351,4,0
91,510,3341508,no,yes,37,162,28,20,107,234,115,2774,94,1248,92,4,248,0,0
76,415,3371506,no,no,0,224,38,13,121,148,97,1838,74,827,67,2,181,2,0
130,415,3968400,no,no,0,121,20,16,127,190,52,2701,107,1215,143,2,386,1,0
56,408,3492654,no,no,0,91,15,15,90,179,115,3007,89,1353,119,8,321,2,0
117,415,4172716,no,no,0,169,29,21,137,241,107,2048,106,922,155,4,419,0,0
63,510,4021725,no,no,0,154,26,24,81,287,115,2302,85,1036,65,5,176,2,0
126,415,4033229,no,no,0,226,38,12,88,140,114,2089,110,94,64,2,173,0,0
132,510,3536056,no,no,0,192,33,18,107,207,127,272,88,1224,126,2,34,1,0
81,415,3999802,no,yes,28,168,29,16,147,191,105,193,103,869,92,6,248,4,1
122,415,3667069,no,no,0,180,31,12,88,145,77,2337,120,1052,115,6,311,2,0
46,408,3325949,no,no,0,257,44,22,67,261,91,2044,107,92,134,5,362,2,1
150,415,3936376,no,yes,28,174,30,14,75,170,80,2016,130,907,11,4,297,1,0
99,408,3547025,no,no,0,160,27,13,83,155,121,2557,114,1151,84,3,227,1,0
87,408,3516585,no,no,0,237,40,19,124,223,87,1733,81,78,11,3,297,1,0
108,415,3305462,no,no,0,103,18,21,129,242,103,1702,89,766,79,3,213,1,0
101,415,4072292,no,no,0,154,26,20,89,234,89,1963,77,883,116,2,313,4,0
53,415,3403011,no,no,0,205,35,14,86,161,95,1495,142,673,107,2,289,3,0
132,415,3459153,no,yes,39,176,30,16,93,187,94,2255,118,1015,86,3,232,2,0
158,510,3795503,no,no,0,156,27,19,123,224,112,221,116,995,86,8,232,2,0
114,415,3896790,no,yes,34,154,26,19,109,221,142,2085,103,938,103,5,278,0,0
77,415,4083610,no,yes,23,210,36,16,73,184,63,2055,111,925,71,3,192,2,0
144,415,3758238,yes,no,0,150,26,24,69,286,73,1906,121,858,94,15,254,0,0
91,510,3785633,no,yes,23,232,40,16,97,186,88,1905,128,857,123,3,332,3,0
58,408,3899120,no,no,0,165,28,10,100,116,87,1938,118,872,128,5,346,2,0
5,415,3802758,no,no,0,199,34,16,106,187,12,214,85,963,133,3,359,3,0
97,408,4022728,no,no,0,218,37,27,81,321,51,1507,110,678,42,3,113,0,0
107,415,3549062,no,no,0,212,36,13,95,150,88,2198,111,989,77,2,208,3,0
142,415,4172054,no,yes,30,154,26,14,75,166,97,270,83,1215,108,5,292,1,0
9,408,3531941,no,yes,31,194,33,17,130,203,98,1912,102,86,133,2,359,1,0
73,415,3281522,no,no,0,175,30,21,130,248,105,1224,85,551,122,4,329,0,0
48,510,4084529,no,yes,22,152,26,22,63,259,131,2632,109,1184,157,5,424,2,1
43,408,4175320,no,no,0,230,39,16,147,187,121,1284,100,578,92,3,248,0,0
122,408,3709755,no,yes,33,175,30,21,103,248,105,1646,116,741,135,3,365,1,1
93,415,3724835,no,no,0,190,32,22,68,262,64,130,92,585,88,4,238,0,0
85,415,3346605,no,no,0,176,30,19,122,225,123,2196,50,988,115,1,311,1,0
59,415,3995564,no,no,0,161,27,21,95,251,65,2734,97,123,5,5,135,3,0
87,415,3922887,no,no,0,229,39,14,90,163,99,1541,90,693,118,3,319,1,0
137,408,3282110,no,no,0,144,24,15,90,182,100,1281,93,576,123,2,332,0,0
21,510,3835976,no,yes,31,136,23,23,90,271,84,1791,89,806,95,7,257,6,0
129,510,3326181,no,no,0,334,57,16,118,192,104,191,83,859,104,6,281,0,1
104,415,3305255,no,no,0,131,22,11,77,131,117,2647,63,1191,13,6,351,0,0
93,408,4135190,no,yes,21,134,23,14,105,163,128,1866,90,84,118,2,319,4,1
63,415,3947447,no,no,0,278,47,23,102,266,114,2241,118,1008,131,4,354,4,1
161,415,3537096,no,no,0,105,18,18,70,215,122,2236,126,1006,78,5,211,0,0
50,510,3956002,no,no,0,189,32,17,94,204,104,1518,124,683,116,8,313,3,0
103,408,3729816,no,yes,24,112,19,20,85,240,102,2683,81,1207,69,4,186,1,0
84,415,4007253,no,yes,33,159,27,13,106,150,101,2134,108,96,13,18,351,1,0
92,510,3447470,no,no,0,212,36,19,105,225,118,2213,105,996,9,4,243,1,0
77,415,3788572,no,no,0,142,24,26,112,306,111,1965,82,884,99,1,267,1,0
64,415,3459140,yes,no,0,347,59,21,55,250,79,2754,102,1239,133,9,359,1,1
159,415,3405460,no,yes,15,114,19,12,102,145,146,1952,137,878,118,9,319,1,0
110,415,3698024,yes,yes,27,268,46,22,103,263,74,1781,106,801,83,2,224,1,1
138,510,3958595,no,no,0,171,29,10,117,115,128,2245,115,101,17,4,459,3,0
178,408,3594587,no,no,0,275,47,16,150,188,62,1471,126,662,136,3,367,1,0
38,415,3755439,no,yes,31,197,34,21,118,250,70,2989,104,1345,39,2,105,0,0
50,415,3613779,no,yes,35,193,33,11,97,135,101,2162,101,973,79,2,213,2,0
45,510,3758934,no,yes,26,92,16,13,104,151,119,633,103,285,77,5,208,1,0
70,510,3954757,no,no,0,126,21,12,99,142,106,2559,96,1152,96,2,259,0,0
147,510,4217205,no,yes,33,252,43,20,107,234,110,2134,87,96,104,6,281,3,0
94,510,3798805,no,no,0,191,32,13,108,152,95,1447,97,651,75,5,203,1,0
179,510,3482150,no,no,0,116,20,17,101,202,99,1819,103,819,116,5,313,0,0
116,415,4179128,no,no,0,217,37,18,91,216,95,1481,76,666,113,3,305,2,0
59,510,3514226,no,no,0,179,31,20,80,233,99,1758,105,791,147,3,397,0,0
165,415,3306630,no,no,0,208,35,14,109,165,94,545,91,245,79,3,213,0,0
133,408,3879137,no,no,0,277,47,19,138,228,117,1173,103,528,128,4,346,2,1
140,415,3723987,no,no,0,125,21,14,84,168,121,2606,94,1173,84,4,227,1,0
93,408,4085183,no,yes,32,138,23,14,91,167,72,2389,115,1075,68,3,184,2,0
52,510,4129357,no,yes,38,169,29,19,88,226,97,172,86,774,82,3,221,0,0
64,415,4023599,no,yes,27,201,34,12,101,144,89,1502,127,676,123,3,332,1,0
12,510,3795211,yes,no,0,217,37,10,117,117,126,220,110,99,98,4,265,2,0
48,415,4059217,no,no,0,190,32,27,92,318,85,1334,113,6,83,4,224,2,0
181,408,3409200,no,no,0,143,24,17,91,196,58,2233,95,1005,6,7,162,1,0
168,415,3399026,no,yes,42,97,17,17,57,204,98,1739,124,783,114,2,308,2,0
155,415,3434772,no,no,0,181,31,14,111,168,92,1685,122,758,113,3,305,3,0
105,510,3452108,no,no,0,246,42,22,83,256,101,169,151,761,38,4,103,0,0
11,415,4014650,no,no,0,143,24,25,130,289,50,194,100,873,97,6,262,2,0
182,415,4003945,no,no,0,105,18,17,111,199,120,2582,91,1162,8,5,216,2,0
104,415,3383781,no,no,0,156,27,16,93,193,54,2227,94,1002,131,5,354,1,0
102,415,3426316,no,no,0,115,20,7,125,82,126,3043,101,1369,12,4,324,0,0
122,415,3365920,no,no,0,233,40,17,96,206,120,2137,91,962,119,2,321,0,0
41,415,3321060,no,no,0,144,24,13,117,152,108,1944,110,875,86,3,232,1,0
132,415,4183426,no,no,0,177,30,21,132,244,80,1763,120,793,91,4,246,2,0
76,415,4086326,no,no,0,263,45,20,148,230,69,1706,101,768,114,5,308,1,1
13,415,3346142,no,no,0,146,25,13,74,149,92,2167,96,975,113,3,305,1,0
115,415,3366128,no,yes,33,145,25,17,72,195,157,2423,138,109,142,3,383,2,0
67,408,4066708,no,no,0,168,29,14,91,168,69,1103,71,496,84,12,227,1,0
154,510,3888670,no,no,0,167,28,13,99,155,97,1894,89,852,72,5,194,0,0
100,510,3635853,no,no,0,143,24,17,87,196,88,1221,117,549,78,8,211,2,0
146,510,3836544,yes,no,0,133,23,22,65,263,93,2143,128,964,112,3,302,1,0
148,415,3782940,no,yes,11,253,43,24,129,284,88,2628,99,1183,123,1,332,1,0
67,415,3387683,no,yes,28,95,16,25,94,291,73,1596,114,718,10,2,27,2,0
161,510,3292786,yes,no,0,194,33,21,106,249,105,2549,129,1147,129,1,348,1,1
70,415,3699465,no,no,0,223,38,18,114,216,113,2235,122,1006,0,0,0,1,0
116,510,3373769,no,no,0,202,34,20,82,232,95,2261,130,1017,165,5,446,0,0
99,415,4006257,no,yes,42,216,37,20,125,232,104,2155,100,97,93,4,251,2,1
87,415,4116663,no,no,0,146,25,15,108,172,102,1675,66,754,53,9,143,1,0
87,510,3843101,no,no,0,235,40,12,85,141,91,2043,93,919,95,5,257,1,0
70,408,3395329,no,no,0,199,34,18,111,214,115,1712,105,77,106,6,286,2,0
131,408,3889944,no,no,0,94,16,18,80,215,101,1797,108,809,131,9,354,2,0
119,510,4031769,no,no,0,190,32,18,74,216,113,1612,111,725,10,1,27,2,0
119,408,3901612,no,yes,32,143,24,18,77,208,126,171,102,769,12,2,324,3,0
87,510,4217214,yes,no,0,134,23,14,80,165,71,1731,102,779,107,5,289,0,0
112,415,3386962,no,no,0,112,19,10,92,114,143,1468,79,661,141,3,381,5,1
75,415,3339826,no,no,0,123,21,18,89,211,104,2614,91,1176,107,2,289,2,0
150,510,4118549,no,no,0,189,32,19,77,221,105,2387,117,1074,92,5,248,4,0
161,510,3819234,no,yes,38,240,41,17,112,202,102,2061,112,927,161,6,435,0,0
91,510,3879855,yes,yes,24,94,16,16,112,183,128,2407,133,1083,99,3,267,0,0
124,415,3716990,no,no,0,159,27,18,104,211,77,1793,104,807,102,8,275,3,0
94,510,4173046,yes,no,0,243,41,13,109,147,88,949,99,427,72,4,194,4,0
217,408,3857082,no,no,0,176,30,14,115,159,128,3066,107,138,93,3,251,4,0
158,510,3655886,no,no,0,221,38,21,129,242,108,2333,75,105,64,5,173,0,0
102,415,3735196,no,no,0,144,25,23,87,267,128,2176,59,979,71,7,192,0,0
85,510,3276194,no,no,0,212,36,19,107,228,103,1633,116,735,77,3,208,0,0
79,510,3814565,no,no,0,147,25,14,72,166,102,2432,107,1094,84,9,227,1,0
139,510,3579832,no,yes,25,96,16,15,112,179,70,1821,84,819,129,10,348,2,0
103,415,3964845,no,no,0,263,45,15,118,179,69,2147,112,966,103,2,278,0,0
98,415,3786772,yes,no,0,13,2,22,67,257,90,1694,88,762,77,9,208,1,0
78,408,3534296,no,no,0,162,28,16,116,192,86,2406,100,1083,101,3,273,2,0
50,408,3628331,no,no,0,184,31,5,107,59,118,2026,99,912,87,3,235,1,0
161,415,3624685,no,no,0,178,30,12,109,147,86,1376,78,619,85,2,23,1,0
67,408,3831431,no,no,0,201,34,8,101,98,122,2025,119,911,7,3,189,0,0
86,415,3322258,no,yes,38,123,21,11,158,134,119,1382,103,622,133,4,359,1,0
92,510,3758304,no,no,0,208,35,17,125,199,76,764,97,344,86,6,232,0,0
174,415,3405580,no,no,0,239,41,16,72,189,124,1056,116,475,88,3,238,1,0
124,510,3621490,no,no,0,193,33,8,97,90,99,1728,104,778,153,3,413,1,0
132,415,3364281,no,yes,31,175,30,21,101,246,105,1728,76,778,103,9,278,1,0
190,415,3611315,no,yes,26,117,20,12,71,146,88,1751,103,788,99,3,267,1,0
101,510,3425906,no,no,0,94,16,13,127,150,104,2411,116,1085,107,2,289,1,0
185,415,4057904,yes,yes,30,154,26,10,114,119,106,2584,105,1163,129,3,348,2,0
68,415,3494762,no,yes,29,240,41,17,82,204,105,1678,70,755,99,6,267,0,0
117,510,3853263,no,yes,25,216,37,19,140,224,69,2679,112,1206,118,4,319,0,0
118,408,4059496,no,no,0,187,32,15,97,178,89,2334,97,105,122,6,329,1,0
124,415,3966775,no,no,0,167,28,20,119,233,143,1096,115,493,103,5,278,0,0
22,510,3936475,no,no,0,160,27,19,108,218,88,1929,115,868,125,4,338,1,0
75,415,3797779,no,no,0,143,24,18,92,209,142,173,96,779,119,9,321,1,0
134,408,4088650,no,no,0,205,35,20,122,241,155,1791,107,806,5,9,135,1,0
164,408,4003497,no,yes,25,219,37,13,88,152,99,501,60,225,143,6,386,1,0
44,510,4079244,no,no,0,143,24,14,77,170,114,2158,77,971,76,4,205,1,0
177,415,4068809,no,no,0,233,40,15,106,175,97,2122,77,955,125,7,338,2,0
110,408,3581778,no,no,0,162,28,21,81,248,89,1555,99,7,89,8,24,0,0
53,415,3374339,no,yes,27,26,4,18,119,207,96,2281,64,1026,65,7,176,1,0
108,415,3447197,no,no,0,154,26,10,123,112,86,2464,75,1109,154,4,416,4,1
80,408,3337631,no,no,0,322,55,19,113,222,95,1628,123,733,67,8,181,0,1
158,408,3726623,no,no,0,210,36,19,112,221,82,210,93,945,82,3,221,1,0
114,415,3632602,no,no,0,192,33,15,88,175,78,2203,118,991,0,0,0,0,0
64,408,3877757,no,yes,19,291,49,19,150,227,123,2191,67,986,75,2,203,1,0
88,415,3975381,no,no,0,216,37,18,115,216,85,1713,65,771,118,1,319,3,0
82,510,4064604,yes,no,0,209,36,18,101,214,87,1751,86,788,124,6,335,3,0
111,415,3769513,no,no,0,256,44,17,97,204,129,1713,84,771,123,5,332,3,0
60,408,3601852,no,no,0,253,43,19,97,221,121,1099,100,495,124,4,335,2,0
113,408,4217270,no,no,0,132,22,21,72,248,107,2462,123,1108,69,6,186,3,0
109,408,3719482,no,no,0,217,37,18,115,207,142,268,106,1206,82,4,221,1,0
105,510,3374101,no,yes,42,102,17,19,79,223,97,2416,77,1087,129,2,348,0,0
85,510,4202796,no,no,0,212,36,16,100,185,88,1643,131,739,133,4,359,2,0
131,510,3664225,no,no,0,153,26,17,86,199,81,1644,83,74,104,3,281,0,0
59,510,3984567,no,no,0,166,28,20,95,239,87,1232,108,554,10,3,27,2,0
148,408,3884571,no,no,0,185,31,14,87,170,96,1651,104,743,95,13,257,1,0
210,408,3608666,no,no,0,105,18,13,121,150,71,2551,67,1148,65,8,176,2,0
115,415,3333704,no,no,0,245,42,14,105,159,109,2299,74,1035,72,8,194,0,0
106,510,3832566,no,no,0,274,47,17,120,199,82,1608,62,724,6,3,162,1,0
93,415,4065584,no,no,0,98,17,21,78,250,129,2482,114,1117,142,4,383,1,0
57,415,3444691,no,yes,29,280,48,19,121,223,109,2517,94,1133,13,2,351,1,0
98,510,3479737,no,no,0,187,32,17,127,196,88,1818,129,818,51,4,138,1,0
157,415,3337961,no,no,0,276,47,14,95,166,119,1516,79,682,22,4,59,3,0
116,415,3642439,no,yes,35,200,34,23,104,273,89,2145,100,965,83,4,224,1,0
30,510,4118043,no,no,0,162,28,21,96,244,122,1801,89,81,91,4,246,2,0
111,510,3325084,no,no,0,177,30,9,128,103,56,2137,84,962,105,2,284,4,1
52,415,4134831,no,no,0,166,28,17,78,206,89,2136,124,961,122,6,329,0,0
72,415,3434806,no,no,0,218,37,16,93,190,113,1826,91,822,104,5,281,4,0
135,510,4018735,no,yes,28,201,34,21,100,247,117,1548,131,697,129,4,348,2,1
86,510,3918626,no,no,0,191,32,15,115,180,130,2585,89,1163,101,5,273,3,0
98,415,3275817,no,yes,29,180,31,16,97,189,89,1643,76,739,128,7,346,3,0
151,510,3814712,no,no,0,236,40,7,104,81,91,2128,116,958,58,2,157,3,0
118,415,3353320,no,no,0,140,24,16,112,187,60,2079,155,936,79,1,213,0,0
117,415,4158780,no,no,0,145,25,22,115,259,66,2532,113,1139,74,9,2,2,0
55,510,3621146,no,no,0,189,32,10,100,119,99,2481,87,1116,171,6,462,0,0
82,408,3527413,no,no,0,101,17,13,93,156,104,3044,93,137,133,2,359,0,0
152,415,3876716,no,no,0,206,35,25,98,293,82,437,121,197,106,4,286,1,0
108,408,3521127,no,yes,15,165,28,23,85,267,93,2507,114,1128,109,4,294,1,0
98,408,3681288,no,no,0,165,28,17,129,203,113,1723,94,775,125,7,338,1,1
130,415,4035279,no,no,0,156,27,22,95,256,97,2629,103,1183,117,3,316,3,0
136,408,3979333,yes,no,0,199,34,18,122,215,114,1509,105,679,118,7,319,1,0
47,415,4117353,no,no,0,155,26,16,116,188,85,247,73,1112,123,4,332,3,0
189,415,3832537,no,no,0,208,35,20,106,237,123,1791,120,806,113,5,305,3,0
107,415,3304419,no,no,0,157,27,14,79,163,124,150,138,675,121,6,327,1,0
91,415,3907930,no,no,0,154,26,14,165,168,121,2399,81,108,117,4,316,5,1
159,415,3625111,no,no,0,189,32,21,105,246,147,242,106,1089,104,5,281,1,1
11,408,3586796,no,yes,24,132,22,20,98,230,111,2837,87,1277,10,3,27,2,0
167,415,4097494,no,no,0,166,28,21,85,243,135,2292,95,1031,99,5,267,1,0
111,408,4001636,no,no,0,142,24,10,75,123,106,2295,94,1033,128,9,346,2,0
99,408,3892747,no,yes,19,88,15,19,103,223,86,1823,112,82,73,4,197,2,0
159,415,4152176,no,yes,19,184,31,17,78,195,71,2256,101,1015,169,3,456,0,0
114,415,3778067,yes,yes,31,175,30,19,104,224,92,1163,91,523,123,10,332,2,0
71,415,3627835,no,no,0,103,18,12,103,139,79,1648,98,742,9,2,243,2,0
122,415,3615225,no,no,0,35,6,15,62,181,89,2516,58,1132,127,2,343,1,0
100,408,3333447,no,yes,25,247,42,12,94,141,112,1898,109,854,13,5,351,1,0
83,415,3413044,no,yes,37,79,13,18,109,211,101,1797,102,809,118,4,319,1,0
64,408,3507306,no,no,0,148,25,14,73,165,101,216,125,972,123,2,332,5,1
105,408,3538849,no,no,0,206,35,22,84,256,138,1171,91,527,9,3,243,1,0
144,415,4023476,no,yes,33,252,43,17,87,198,118,2092,97,941,122,3,329,2,0
106,415,3386018,yes,yes,26,270,46,18,111,215,90,254,133,1143,144,7,389,1,1
19,510,4093520,no,yes,34,157,27,19,97,224,97,2609,135,1174,113,1,305,1,0
46,408,3571085,no,no,0,139,24,19,81,224,113,1731,77,779,136,6,367,1,0
127,510,3533285,no,no,0,220,37,16,108,188,124,1727,113,777,117,3,316,2,0
9,415,4099885,no,yes,39,214,36,14,108,169,115,1897,117,854,101,3,273,1,0
157,415,3887701,no,no,0,196,33,18,74,213,96,1968,81,886,79,6,213,1,0
105,415,3858184,no,no,0,106,18,20,71,240,83,1477,114,665,53,4,143,6,1
105,415,3452863,no,yes,29,179,31,23,113,275,100,2461,105,1107,10,5,27,0,0
155,408,3536300,no,no,0,217,37,12,30,144,125,1353,106,609,108,1,292,2,0
31,415,3895649,no,no,0,177,30,13,129,153,105,1629,92,733,51,2,138,0,0
161,415,3788137,no,no,0,152,26,19,117,219,87,2247,68,1011,4,5,108,1,0
95,408,3404627,no,yes,32,262,45,14,123,165,82,1943,57,874,106,5,286,0,0
122,415,3526833,no,no,0,174,30,8,110,92,84,2117,103,953,97,7,262,3,0
37,415,4202000,yes,no,0,107,18,13,76,147,89,2358,113,1061,96,8,259,2,0
132,415,3685437,no,no,0,193,33,11,106,128,94,1621,119,729,116,4,313,5,1
119,408,4188170,no,yes,24,217,37,12,94,139,52,1393,85,627,113,4,305,0,0
16,408,4039417,no,no,0,210,36,15,89,173,85,941,102,423,88,4,238,1,0
99,408,3306165,no,no,0,95,16,18,105,207,101,136,117,612,56,5,151,1,0
76,408,4124185,no,yes,26,215,36,17,110,205,87,1346,140,606,81,2,219,1,0
167,415,4094734,no,no,0,132,22,18,120,211,96,1683,97,757,111,4,3,4,1
129,415,3489828,no,no,0,168,29,18,117,217,129,816,100,367,118,7,319,1,0
116,408,4188850,no,no,0,146,25,15,123,177,113,2126,102,957,78,5,211,1,0
60,415,3308351,yes,no,0,183,31,18,110,207,93,2038,119,917,111,6,3,1,0
128,415,3477773,no,no,0,103,18,21,122,246,123,1611,95,725,64,7,173,0,0
47,408,3926841,no,yes,28,112,19,13,70,155,106,1667,105,75,106,2,286,0,0
40,510,3542189,yes,no,0,171,29,15,55,179,108,2819,89,1269,82,9,221,3,0
173,510,3499060,no,no,0,173,29,12,78,143,91,102,63,459,109,2,294,0,0
157,510,3341311,no,yes,30,194,33,21,107,243,108,3222,114,145,71,5,192,1,0
66,408,4153120,no,yes,32,188,32,11,117,130,90,1323,113,595,12,3,324,2,0
50,415,3875891,yes,yes,26,307,52,25,94,289,78,1749,109,787,8,3,216,0,0
72,415,3688026,no,no,0,118,20,14,106,167,136,2142,106,964,122,3,329,3,0
130,510,3329446,no,no,0,154,26,18,95,206,106,2337,75,1052,129,1,348,1,0
143,408,3935284,no,no,0,156,26,18,101,213,89,2379,61,1071,76,11,205,1,0
89,510,3761677,yes,no,0,126,21,18,108,213,90,1817,108,818,54,5,146,1,0
108,415,3922268,no,no,0,199,34,19,104,224,92,1401,57,63,152,2,41,0,0
32,408,3964311,no,no,0,158,27,15,88,181,132,1325,102,596,128,3,346,1,0
166,415,3634005,no,no,0,203,35,14,81,168,110,132,124,594,92,5,248,2,0
109,408,3449966,no,no,0,222,38,19,113,219,122,266,88,1197,109,5,294,1,0
72,408,3377377,no,yes,39,93,16,23,98,271,115,1671,83,752,58,7,157,1,0
134,415,3737037,no,yes,32,217,37,9,78,102,111,174,83,783,86,2,232,0,0
13,415,3567580,no,no,0,193,33,17,89,194,90,1865,104,839,97,2,262,4,0
90,415,3903401,no,no,0,113,19,16,108,189,63,2718,124,1223,141,4,381,3,0
111,415,3509313,no,yes,36,166,28,20,54,239,109,1088,92,49,112,2,302,3,0
101,408,4209009,no,yes,23,262,45,13,101,157,80,1291,100,581,73,14,197,1,0
72,415,4152641,no,no,0,208,35,17,92,196,110,1848,124,832,131,4,354,0,0
67,510,3924929,no,yes,35,245,42,13,89,148,102,274,136,1233,75,6,203,1,0
172,408,3465068,no,no,0,287,49,15,108,178,125,1532,98,689,144,2,389,3,1
154,510,3892631,no,yes,32,192,33,14,82,165,134,205,74,923,9,1,243,2,0
69,510,3683808,no,no,0,194,33,21,122,242,81,2158,80,971,97,3,262,2,0
123,415,4068599,no,no,0,211,36,18,92,217,102,2148,104,967,98,7,265,3,0
130,415,3867456,no,yes,12,142,24,19,92,229,102,1951,101,878,87,5,235,0,0
142,415,3574936,no,yes,26,221,37,20,94,240,126,2543,109,1144,59,9,159,2,0
29,415,3977411,no,no,0,157,27,12,122,145,75,2818,92,1268,93,2,251,1,0
87,408,3536218,no,yes,28,144,24,19,106,224,147,1754,69,789,112,5,302,0,0
149,415,3695942,no,no,0,156,27,5,56,56,116,1633,104,735,89,8,24,0,0
146,408,4168543,yes,no,0,160,27,18,63,208,112,1776,98,799,92,3,248,2,0
88,415,3584576,yes,no,0,235,40,21,98,252,79,2859,76,1287,72,2,194,4,1
119,415,3525118,yes,yes,15,160,27,18,95,210,110,823,107,37,87,5,235,5,1
48,510,4082621,no,no,0,188,32,14,63,166,89,2057,71,926,132,2,356,1,0
135,415,3533994,no,no,0,195,33,20,97,235,118,1744,126,785,11,3,297,1,0
100,510,3674277,no,no,0,248,42,11,117,130,95,1343,125,604,69,2,186,1,0
98,415,3543237,no,no,0,221,38,18,80,214,104,2918,89,1313,119,3,321,4,0
75,510,3948504,no,yes,26,119,20,18,86,214,118,1326,99,597,134,3,362,2,0
